"trans_id","lang","translation"
"東部クリーンセンター前","ja","東部クリーンセンター前"
"東部クリーンセンター前","ja-Hrkt","トウブクリーンセンターマエ"
"東高前","en","Higashiko-mae"
"東高前","ja","東高前"
"東高前","ja-Hrkt","ヒガシコウマエ"
"東高地","en","Higashikochi"
"東高地","ja","東高地"
"東高地","ja-Hrkt","ヒガシコウチ"
"東高地南","en","Higashikochi-minami"
"東高地南","ja","東高地南"
"東高地南","ja-Hrkt","ヒガシコウチミナミ"
"東高崎","en","Higashitakasaki"
"東高崎","ja","東高崎"
"東高崎","ja-Hrkt","ヒガシタカサキ"
"松中公民館前","en","Matsunaka Kominkan"
"松中公民館前","ja","松中公民館前"
"松中公民館前","ja-Hrkt","マツナカコウミンカンマエ"
"松原中","en","Matsubara-naka"
"松原中","ja","松原中"
"松原中","ja-Hrkt","マツバラナカ"
"松原向","en","Matsubaramukai"
"松原向","ja","松原向"
"松原向","ja-Hrkt","マツバラムカイ"
"松尾","en","Matsuo"
"松尾","ja","松尾"
"松尾","ja-Hrkt","マツオ"
"松島北ノ口","en","Matsushima Kitanokuchi"
"松島北ノ口","ja","松島北ノ口"
"松島北ノ口","ja-Hrkt","マツシマキタノクチ"
"松島西ノ口","en","Matsushima Nishinokuchi"
"松島西ノ口","ja","松島西ノ口"
"松島西ノ口","ja-Hrkt","マツシマニシノクチ"
"松崎","en","Matsuzaki"
"松崎","ja","松崎"
"松崎","ja-Hrkt","マツザキ"
"松江駅","en","Matsue Sta."
"松江駅","ja","松江駅"
"松江駅","ja-Hrkt","マツエエキ"
"松浜町","en","Matsuhamacho"
"松浜町","ja","松浜町"
"松浜町","ja-Hrkt","マツハマチョウ"
"松風園前","en","Shohuen-mae"
"松風園前","ja","松風園前"
"松風園前","ja-Hrkt","ショウフウエンマエ"
"林原口","en","Hayashihara-guchi"
"林原口","ja","林原口"
"林原口","ja-Hrkt","ハヤシハラグチ"
"林原駐車場","en","Hayashibara Chushajo"
"林原駐車場","ja","林原駐車場"
"林原駐車場","ja-Hrkt","ハヤシバラチュウシャジョウ"
"林原駐車場前","en","Hayashibara Parking"
"林原駐車場前","ja","林原駐車場前"
"林原駐車場前","ja-Hrkt","ハヤシバラチュウシャジョウマエ"
"柳川","en","Yanagawa"
"柳川","ja","柳川"
"柳川","ja-Hrkt","ヤナガワ"
"柳川西","en","Yanagawa-nishi"
"柳川西","ja","柳川西"
"柳川西","ja-Hrkt","ヤナガワニシ"
"柳町一丁目","en","Yanagimachi 1-chome"
"柳町一丁目","ja","柳町一丁目"
"柳町一丁目","ja-Hrkt","ヤナギマチイッチョウメ"
"柴原","en","Shibara"
"柴原","ja","柴原"
"柴原","ja-Hrkt","シバラ"
"柴原中","en","Shibara-naka"
"柴原中","ja","柴原中"
"柴原中","ja-Hrkt","シバラナカ"
"柵原病院前","en","Yanahara Byoin-mae"
"柵原病院前","ja","柵原病院前"
"柵原病院前","ja-Hrkt","ヤナハラビョウインマエ"
"柵原西小学校前","en","Yanahara Shogakko-mae"
"柵原西小学校前","ja","柵原西小学校前"
"柵原西小学校前","ja-Hrkt","ヤナハラショウガッコウマエ"
"柿坂上","en","Kakisako-kami"
"柿坂上","ja","柿坂上"
"柿坂上","ja-Hrkt","カキサコカミ"
"柿坂下","en","Kakisako-shimo"
"柿坂下","ja","柿坂下"
"柿坂下","ja-Hrkt","カキサコシモ"
"柿坂中","en","Kakisako-naka"
"柿坂中","ja","柿坂中"
"柿坂中","ja-Hrkt","カキサコナカ"
"柿坂口","en","Kakisako-guchi"
"柿坂口","ja","柿坂口"
"柿坂口","ja-Hrkt","カキサコグチ"
"栃の木","en","Tochinoki"
"栃の木","ja","栃の木"
"栃の木","ja-Hrkt","トチノキ"
"栄橋","en","Sakaebashi"
"栄橋","ja","栄橋"
"栄橋","ja-Hrkt","サカエバシ"
"栄町","en","Sakaecho"
"栄町","ja","栄町"
"栄町","ja-Hrkt","サカエチョウ"
"栄駅北","en","Sakae Eki-kita"
"栄駅北","ja","栄駅北"
"栄駅北","ja-Hrkt","サカエエキキタ"
"栗子","en","Kurigo"
"栗子","ja","栗子"
"栗子","ja-Hrkt","クリゴ"
"栗子橋","en","Kurigobashi"
"栗子橋","ja","栗子橋"
"栗子橋","ja-Hrkt","クリゴバシ"
"栢谷","en","Kaidani"
"栢谷","ja","栢谷"
"栢谷","ja-Hrkt","カイダニ"
"栢谷口","en","Kaidani-guchi"
"栢谷口","ja","栢谷口"
"栢谷口","ja-Hrkt","カイダニグチ"
"桃丘幼稚園口","en","Momogaoka Yochien-guchi"
"桃丘幼稚園口","ja","桃丘幼稚園口"
"桃丘幼稚園口","ja-Hrkt","モモガオカヨウチエングチ"
"桑下岡","en","Kuwashimooka"
"桑下岡","ja","桑下岡"
"桑下岡","ja-Hrkt","クワシモオカ"
"桑原","en","Kuwabara"
"桑原","ja","桑原"
"桑原","ja-Hrkt","クワバラ"
"桑村下","en","Kuwamurashimo"
"桑村下","ja","桑村下"
"桑村下","ja-Hrkt","クワムラシモ"
"桑野","en","Kuwano"
"桑野","ja","桑野"
"桑野","ja-Hrkt","クワノ"
"桑野営業所","en","Kuwano Eigyosho"
"桑野営業所","ja","桑野営業所"
"桑野営業所","ja-Hrkt","クワノエイギョウショ"
"桑野東","en","Kuwano-higashi"
"桑野東","ja","桑野東"
"桑野東","ja-Hrkt","クワノヒガシ"
"桜ヶ丘","en","Sakuragaoka"
"桜ヶ丘","ja","桜ヶ丘"
"桜ヶ丘","ja-Hrkt","サクラガオカ"
"桜橋","en","Sakurabashi"
"桜橋","ja","桜橋"
"桜橋","ja-Hrkt","サクラバシ"
"梅原","en","Umebara"
"梅原","ja","梅原"
"梅原","ja-Hrkt","ウメバラ"
"梅木橋","en","Umekibashi"
"梅木橋","ja","梅木橋"
"梅木橋","ja-Hrkt","ウメキバシ"
"梅の里入口","en","Umenosato Iriguchi"
"梅の里入口","ja","梅の里入口"
"梅の里入口","ja-Hrkt","ウメノサトイリグチ"
"梨瀬","en","Nashise"
"梨瀬","ja","梨瀬"
"梨瀬","ja-Hrkt","ナシセ"
"梶岡","en","Kajioka"
"梶岡","ja","梶岡"
"梶岡","ja-Hrkt","カジオカ"
"森坂","en","Morisako"
"森坂","ja","森坂"
"森坂","ja-Hrkt","モリサコ"
"植物園前","en","Shokubutsuen-mae"
"植物園前","ja","植物園前"
"植物園前","ja-Hrkt","ショクブツエンマエ"
"植物園口","en","Shokubutsuen-guchi"
"植物園口","ja","植物園口"
"植物園口","ja-Hrkt","ショクブツエングチ"
"楢","en","Nara"
"楢","ja","楢"
"楢","ja-Hrkt","ナラ"
"楢津南","en","Narazu-minami"
"楢津南","ja","楢津南"
"楢津南","ja-Hrkt","ナラヅミナミ"
"楢津口","en","Narazu-guchi"
"楢津口","ja","楢津口"
"楢津口","ja-Hrkt","ナラヅグチ"
"極楽寺","en","Gokurakuji"
"極楽寺","ja","極楽寺"
"極楽寺","ja-Hrkt","ゴクラクジ"
"楽万","en","Rakuman"
"楽万","ja","楽万"
"楽万","ja-Hrkt","ラクマン"
"榊原病院前","en","Sakakibara Byoin-mae (Sakakibara Hospital)"
"榊原病院前","ja","榊原病院前"
"榊原病院前","ja-Hrkt","サカキバラビョウインマエ"
"榎","en","Enoki"
"榎","ja","榎"
"榎","ja-Hrkt","エノキ"
"榎口","en","Enoki-guchi"
"榎口","ja","榎口"
"榎口","ja-Hrkt","エノキグチ"
"槌ヶ原","en","Tsuchigahara"
"槌ヶ原","ja","槌ヶ原"
"槌ヶ原","ja-Hrkt","ツチガハラ"
"横井小学校前","en","Yokoi Shogakko-mae"
"横井小学校前","ja","横井小学校前"
"横井小学校前","ja-Hrkt","ヨコイショウガッコウマエ"
"横倉口","en","Yokokura-guchi"
"横倉口","ja","横倉口"
"横倉口","ja-Hrkt","ヨコクラグチ"
"横尾入口","en","Yoko Iriguchi"
"横尾入口","ja","横尾入口"
"横尾入口","ja-Hrkt","ヨコオイリグチ"
"横屋","en","Yokoya"
"横屋","ja","横屋"
"横屋","ja-Hrkt","ヨコヤ"
"横山","en","Yokoyama"
"横山","ja","横山"
"横山","ja-Hrkt","ヨコヤマ"
"横山上","en","Yokoyama-kami"
"横山上","ja","横山上"
"横山上","ja-Hrkt","ヨコヤマカミ"
"横田","en","Yokota"
"横田","ja","横田"
"横田","ja-Hrkt","ヨコタ"
"横田口","en","Yokotaguchi"
"横田口","ja","横田口"
"横田口","ja-Hrkt","ヨコタグチ"
"横部","en","Yokobe"
"横部","ja","横部"
"横部","ja-Hrkt","ヨコベ"
"樶東町一丁目","en","Sai Higashimachi 1-chome"
"樶東町一丁目","ja","樶東町一丁目"
"樶東町一丁目","ja-Hrkt","サイヒガシマチイッチョウメ"
"あけぼの橋","en","Akebonobashi"
"あけぼの橋","ja","あけぼの橋"
"あけぼの橋","ja-Hrkt","アケボノバシ"
"はんざき橋","en","Banzakibashi"
"はんざき橋","ja","はんざき橋"
"はんざき橋","ja-Hrkt","バンザキバシ"
"機動隊前","en","Kidotai-mae"
"機動隊前","ja","機動隊前"
"機動隊前","ja-Hrkt","キドウタイマエ"
"機工センター","en","Kiko Center"
"機工センター","ja","機工センター"
"機工センター","ja-Hrkt","キコウセンター"
"機工センター口","en","Kiko Center-guchi"
"機工センター口","ja","機工センター口"
"機工センター口","ja-Hrkt","キコウセンターグチ"
"クラレ正門前","en","KURARAY Seimon-mae"
"クラレ正門前","ja","クラレ正門前"
"クラレ正門前","ja-Hrkt","クラレセイモンマエ"
"ＪＦＥ正門前","en","JFE Seimon-mae(JFE Main Gate)"
"ＪＦＥ正門前","ja","ＪＦＥ正門前"
"ＪＦＥ正門前","ja-Hrkt","ジェイエフイーセイモンマエ"
"武道館前","en","Budokan-mae"
"武道館前","ja","武道館前"
"武道館前","ja-Hrkt","ブドウカンマエ"
"武道館口","en","Budokan-guchi"
"武道館口","ja","武道館口"
"武道館口","ja-Hrkt","ブドウカングチ"
"母谷","en","Hodani"
"母谷","ja","母谷"
"母谷","ja-Hrkt","ホウダニ"
"水原橋","en","Mizuharabashi"
"水原橋","ja","水原橋"
"水原橋","ja-Hrkt","ミズハラバシ"
"水島協同病院前","en","Mizushima Kyodo Byoin-mae（Mizushima Kyodo Hospital）"
"水島協同病院前","ja","水島協同病院前"
"水島協同病院前","ja-Hrkt","ミズシマキョウドウビョウインマエ"
"水島学校前","en","Mizushima Gakko-mae"
"水島学校前","ja","水島学校前"
"水島学校前","ja-Hrkt","ミズシマガッコウマエ"
"水島第一病院前","en","Mizushima Daiichi Byoin-mae(Mizushima Daiichi Hospital)"
"水島第一病院前","ja","水島第一病院前"
"水島第一病院前","ja-Hrkt","ミズシマダイイチビョウインマエ"
"水島郵便局前","en","Mizushima Yubinkyoku-mae"
"水島郵便局前","ja","水島郵便局前"
"水島郵便局前","ja-Hrkt","ミズシマユウビンキョクマエ"
"水江","en","Mizue"
"水江","ja","水江"
"水江","ja-Hrkt","ミズエ"
"水江口","en","Mizueguchi"
"水江口","ja","水江口"
"水江口","ja-Hrkt","ミズエグチ"
"水源池","en","Suigenchi"
"水源池","ja","水源池"
"水源池","ja-Hrkt","スイゲンチ"
"水道局前","en","Suidokyoku-mae"
"水道局前","ja","水道局前"
"水道局前","ja-Hrkt","スイドウキョクマエ"
"水門亀岩","en","Suimonkameiwa"
"水門亀岩","ja","水門亀岩"
"水門亀岩","ja-Hrkt","スイモンカメイワ"
"水門入口","en","Suimon Iriguchi"
"水門入口","ja","水門入口"
"水門入口","ja-Hrkt","スイモンイリグチ"
"水門川東","en","Suimonkawahigashi"
"水門川東","ja","水門川東"
"水門川東","ja-Hrkt","スイモンカワヒガシ"
"水門掛座","en","Suimonkakeza"
"水門掛座","ja","水門掛座"
"水門掛座","ja-Hrkt","スイモンカケザ"
"永井","en","Nagai"
"永井","ja","永井"
"永井","ja-Hrkt","ナガイ"
"永井上","en","Nagai-kami"
"永井上","ja","永井上"
"永井上","ja-Hrkt","ナガイカミ"
"永井中","en","Nagai-naka"
"永井中","ja","永井中"
"永井中","ja-Hrkt","ナガイナカ"
"汗入","en","Aseiri"
"汗入","ja","汗入"
"汗入","ja-Hrkt","アセイリ"
"江尻","en","Ejiri"
"江尻","ja","江尻"
"江尻","ja-Hrkt","エジリ"
"江崎","en","Ezaki"
"江崎","ja","江崎"
"江崎","ja-Hrkt","エザキ"
"江川","en","Egawa"
"江川","ja","江川"
"江川","ja-Hrkt","エガワ"
"江長","en","Enaga"
"江長","ja","江長"
"江長","ja-Hrkt","エナガ"
"江長中","en","Enaga-naka"
"江長中","ja","江長中"
"江長中","ja-Hrkt","エナガナカ"
"江長十字路","en","Enaga Jujiro"
"江長十字路","ja","江長十字路"
"江長十字路","ja-Hrkt","エナガジュウジロ"
"江長沖","en","Enaga-oki"
"江長沖","ja","江長沖"
"江長沖","ja-Hrkt","エナガオキ"
"どうどう池","en","Dodoike"
"どうどう池","ja","どうどう池"
"どうどう池","ja-Hrkt","ドウドウイケ"
"はす池","en","Hasuike"
"はす池","ja","はす池"
"はす池","ja-Hrkt","ハスイケ"
"池の内","en","Ikenouchi"
"池の内","ja","池の内"
"池の内","ja-Hrkt","イケノウチ"
"池の内東","en","Ikenouchi-higashi"
"池の内東","ja","池の内東"
"池の内東","ja-Hrkt","イケノウチヒガシ"
"池田支所前","en","Ikedashisho-mae"
"池田支所前","ja","池田支所前"
"池田支所前","ja-Hrkt","イケダシショマエ"
"池の砂古","en","Ikenosako"
"池の砂古","ja","池の砂古"
"池の砂古","ja-Hrkt","イケノサコ"
"沖","en","Oki"
"沖","ja","沖"
"沖","ja-Hrkt","オキ"
"沖元","en","Okimoto"
"沖元","ja","沖元"
"沖元","ja-Hrkt","オキモト"
"沖元西","en","Okimoto-nishi"
"沖元西","ja","沖元西"
"沖元西","ja-Hrkt","オキモトニシ"
"沖新町","en","Okishinmachi"
"沖新町","ja","沖新町"
"沖新町","ja-Hrkt","オキシンマチ"
"沖浜入口","en","Okihama Iriguchi"
"沖浜入口","ja","沖浜入口"
"沖浜入口","ja-Hrkt","オキハマイリグチ"
"沖田","en","Okita"
"沖田","ja","沖田"
"沖田","ja-Hrkt","オキタ"
"沢田","en","Sawada"
"沢田","ja","沢田"
"沢田","ja-Hrkt","サワダ"
"河本","en","Komoto"
"河本","ja","河本"
"河本","ja-Hrkt","コウモト"
"河瀬","en","Kouze"
"河瀬","ja","河瀬"
"河瀬","ja-Hrkt","コウゼ"
"河田口","en","Koda-guchi"
"河田口","ja","河田口"
"河田口","ja-Hrkt","コウダグチ"
"河田病院前","en","Kawada byoin-mae (Kawada Hospital)"
"河田病院前","ja","河田病院前"
"河田病院前","ja-Hrkt","カワダビョウインマエ"
"河辺北","en","Kawanabe-kita"
"河辺北","ja","河辺北"
"河辺北","ja-Hrkt","カワナベキタ"
"河辺西","en","Kawanabe-nishi"
"河辺西","ja","河辺西"
"河辺西","ja-Hrkt","カワナベニシ"
"河面","en","Komo"
"河面","ja","河面"
"河面","ja-Hrkt","コウモ"
"沼住居跡入口","en","Numa Jukyoato Iriguchi"
"沼住居跡入口","ja","沼住居跡入口"
"沼住居跡入口","ja-Hrkt","ヌマジュウキョアトイリグチ"
"沼自動車学校前","en","Numa Jidosha Gakko-mae"
"沼自動車学校前","ja","沼自動車学校前"
"沼自動車学校前","ja-Hrkt","ヌマジドウシャガッコウマエ"
"泉","en","Izumi"
"泉","ja","泉"
"泉","ja-Hrkt","イズミ"
"ケアハウスあいの泉前","en","Care House Ainoizumi-mae"
"ケアハウスあいの泉前","ja","ケアハウスあいの泉前"
"ケアハウスあいの泉前","ja-Hrkt","ケアハウスアイノイズミマエ"
"泉田北","en","Izumida-kita"
"泉田北","ja","泉田北"
"泉田北","ja-Hrkt","イズミダキタ"
"泉田口","en","Izumidaguchi"
"泉田口","ja","泉田口"
"泉田口","ja-Hrkt","イズミダグチ"
"泉田西","en","Izumida-nishi"
"泉田西","ja","泉田西"
"泉田西","ja-Hrkt","イズミダニシ"
"法務局前","en","Homukyoku-mae"
"法務局前","ja","法務局前"
"法務局前","ja-Hrkt","ホウムキョクマエ"
"法界院参道口","en","Hokaiin Sando-guchi"
"法界院参道口","ja","法界院参道口"
"法界院参道口","ja-Hrkt","ホウカイインサンドウグチ"
"法界院駅前","en","Hokaiin-Ekimae"
"法界院駅前","ja","法界院駅前"
"法界院駅前","ja-Hrkt","ホウカイインエキマエ"
"津倉町","en","Tsukuracho"
"津倉町","ja","津倉町"
"津倉町","ja-Hrkt","ツクラチョウ"
"津山","en","Tsuyama"
"津山","ja","津山"
"津山","ja-Hrkt","ツヤマ"
"津山インター","en","Tsuyama Inter"
"津山インター","ja","津山インター"
"津山インター","ja-Hrkt","ツヤマインター"
"津山中央病院","en","Tsuyama Chuo Byoin"
"津山中央病院","ja","津山中央病院"
"津山中央病院","ja-Hrkt","ツヤマチュウオウビョウイン"
"津山北","en","Tsuyama-kita"
"津山北","ja","津山北"
"津山北","ja-Hrkt","ツヤマキタ"
"津山口駅前","en","Tsuyamaguchieki-mae"
"津山口駅前","ja","津山口駅前"
"津山口駅前","ja-Hrkt","ツヤマグチエキマエ"
"津山第一病院","en","Tsuyama Daiichi Byoin"
"津山第一病院","ja","津山第一病院"
"津山第一病院","ja-Hrkt","ツヤマダイイチビョウイン"
"津山（降車用）","en","Tsuyama"
"津山（降車用）","ja","津山（降車用）"
"津山（降車用）","ja-Hrkt","ツヤマ"
"津島南","en","Tsushima Minami"
"津島南","ja","津島南"
"津島南","ja-Hrkt","ツシマミナミ"
"津島新道","en","Tsushima Shin-michi"
"津島新道","ja","津島新道"
"津島新道","ja-Hrkt","ツシマシンミチ"
"津島東三丁目","en","Tsushima Higashi 3-chome"
"津島東三丁目","ja","津島東三丁目"
"津島東三丁目","ja-Hrkt","ツシマヒガシサンチョウメ"
"津波井","en","Tsubai"
"津波井","ja","津波井"
"津波井","ja-Hrkt","ツバイ"
"津田","en","Tsuda"
"津田","ja","津田"
"津田","ja-Hrkt","ツダ"
"津行","en","Zugyo"
"津行","ja","津行"
"津行","ja-Hrkt","ヅギョウ"
"津賀小学校","en","Tsuga Shogakko"
"津賀小学校","ja","津賀小学校"
"津賀小学校","ja-Hrkt","ツガショウガッコウ"
"津賀西小下","en","Tsuganishisho-shimo"
"津賀西小下","ja","津賀西小下"
"津賀西小下","ja-Hrkt","ツガニシショウシモ"
"エブリイｏｋａｎａｋａ津高","en","Every Okanaka Tsudaka-mae"
"エブリイｏｋａｎａｋａ津高","ja","エブリイｏｋａｎａｋａ津高"
